payment_date,client_id,invoice_number,billing_entity,ar_account,currency,exchange_rate,amount,account,Location,transtype,comment,Card Reference,reasoncode,sepaprovider,invoice #,payment #,Memo
15/09/2025,9476,9476-DDI00138,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,146.22,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epaGNUfzD46Hm0YLSiIlp,,2,,CPMT: 9476-DDI00138,CPMT: 9476-DDI00138-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,9828,9828-DDI00170,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,467.25,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epeGNUfzD46Hm1P47r0gD,,2,,CPMT: 9828-DDI00170,CPMT: 9828-DDI00170-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,10168,10168-DDI00124,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,128.82,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7ephGNUfzD46Hm0QtPlzj7,,2,,CPMT: 10168-DDI00124,CPMT: 10168-DDI00124-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,10375,10375-DDI00120,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,171.39,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epmGNUfzD46Hm0LC3ZDGw,,2,,CPMT: 10375-DDI00120,CPMT: 10375-DDI00120-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,10491,10491-DDI00126,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,266.7,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epoGNUfzD46Hm0ya1OTrz,,2,,CPMT: 10491-DDI00126,CPMT: 10491-DDI00126-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11173,11173-DDI00112,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,131.07,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epqGNUfzD46Hm1p0HAY6x,,2,,CPMT: 11173-DDI00112,CPMT: 11173-DDI00112-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11490,11490-DDI00110,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,224.85,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eptGNUfzD46Hm1ziIPVSP,,2,,CPMT: 11490-DDI00110,CPMT: 11490-DDI00110-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11494,11494-DDI00109,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,217.79,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epvGNUfzD46Hm0XlRHGa9,,2,,CPMT: 11494-DDI00109,CPMT: 11494-DDI00109-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11495,11495-DDI00109,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,179.55,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7epxGNUfzD46Hm1f5Q8Z4g,,2,,CPMT: 11495-DDI00109,CPMT: 11495-DDI00109-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11510,11510-DDI00131,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,144.76,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eq0GNUfzD46Hm0AhXGtzx,,2,,CPMT: 11510-DDI00131,CPMT: 11510-DDI00131-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11628,11628-DDI00113,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,463.05,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eq2GNUfzD46Hm1AXQR2D6,,2,,CPMT: 11628-DDI00113,CPMT: 11628-DDI00113-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11655,11655-DDI00142,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,370.64,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eq4GNUfzD46Hm0pSJQ7uU,,2,,CPMT: 11655-DDI00142,CPMT: 11655-DDI00142-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,11869,11869-DDI00133,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,180.28,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eq7GNUfzD46Hm1H86whH1,,2,,CPMT: 11869-DDI00133,CPMT: 11869-DDI00133-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,12531,12531-DDI00100,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,271.08,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eq9GNUfzD46Hm1X4BAdh1,,2,,CPMT: 12531-DDI00100,CPMT: 12531-DDI00100-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,14689,14689-DDI00100,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,311.85,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqBGNUfzD46Hm03UdiQQe,,2,,CPMT: 14689-DDI00100,CPMT: 14689-DDI00100-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,14986,14986-DDI00093,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,383.04,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqEGNUfzD46Hm1v5KhDhw,,2,,CPMT: 14986-DDI00093,CPMT: 14986-DDI00093-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,15440,15440-DDI00098,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,247.47,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqGGNUfzD46Hm1yyj8EB5,,2,,CPMT: 15440-DDI00098,CPMT: 15440-DDI00098-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,15489,15489-DDI00094,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,174.51,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqIGNUfzD46Hm1Y5sWFXb,,2,,CPMT: 15489-DDI00094,CPMT: 15489-DDI00094-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,17051,17051-DDI00099,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,383.04,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqNGNUfzD46Hm02XMoowj,,2,,CPMT: 17051-DDI00099,CPMT: 17051-DDI00099-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,17526,17526-DDI00100,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,368.48,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqPGNUfzD46Hm1UKHKaqP,,2,,CPMT: 17526-DDI00100,CPMT: 17526-DDI00100-15/09/2025,MISC PAYMENT STRIPE
